GO term	Primary symbol
GO:0043027	ARRB1|AVP|BIRC2|BIRC3|BIRC5|BIRC7|BIRC8|CD27|DPEP1|GAS6|LEF1|MT3|NAIP|NOL3|PRDX3|PRDX5|RPS6KA1|RPS6KA3|SERPINB9|SNCA|TFAP2B|TNFAIP8|TNFSF14|VIL1|XIAP
GO:0043028	FOXL2
GO:0043029	BCL2|BCL2L11|CACNA1F|CASP3|CCNB2|CORO1A|FADD|FOXN1|FOXP3|GPR174|JAK3|NCKAP1L|P2RX7|PMAIP1|PPP2R3C|PPP3CB|RAG1|RC3H1|RC3H2|RIPK3|SIT1|SLC39A3|SLC46A2|SPNS2|TCIRG1|TGFB1|TNFSF14|ZC3H8
GO:0043030	CD74|MFHAS1|MIF|MYO18A|PJA2|PLA2G10|RORA|SHPK|SLC7A2|SNCA
GO:0043031	ADGRF5|BPI|CD200|FCGR2B|IL31RA|LRFN5|NR1H3|VSIG4|ZC3H12A
GO:0043032	CEBPA|HAVCR2|HSPD1|IL10|IL13|IL1RL1|IL33|IL4R|KARS|LBP|SPACA3|THBS1|TLR4|TLR6|TNIP2|WNT5A
GO:0043033	AGL
GO:0043034	AHNAK|AHNAK2|ANK2|ANK3|DAG1|DMD|FLNC|FXR1|HOMER1|ILK|KRT19|KRT8|PGM5|PLEC|SDC4|SMPX|SVIL|SYNM|VCL
GO:0043035	CTCF
GO:0043039	DARS2|YARS2
GO:0043041	AASDH
GO:0043043	DMD|FURIN|PCSK1|PCSK5
GO:0043044	ACTB|ACTL6A|ACTL6B|ACTR5|ACTR8|ARID1A|CECR2|CHD3|CHD4|CHD8|GATAD2B|HDAC1|HDAC2|HNRNPC|INO80|MBD2|MBD3|MTA2|PBRM1|RBBP4|SMARCA1|SMARCA2|SMARCA4|SMARCA5|SMARCAD1|SMARCB1|SMARCC1|SMARCC2|SMARCD2|SMARCE1|SRCAP
GO:0043045	DNMT1|DNMT3A|PICK1|TRIM28|ZFP57
GO:0043046	ASZ1|CTCFL|DDX4|DNMT3A|DNMT3L|FKBP6|KDM1B|MAEL|MORC1|MOV10L1|PICK1|PIWIL2|PIWIL4|PLD6|PRMT7|TDRD1|TDRD12|TDRD5|TDRD9|TDRKH
GO:0043047	HNRNPA2B1|POT1|RAD50|RPA1|STN1
GO:0043048	DOLK
GO:0043049	PROX1
GO:0043060	MLH1
GO:0043062	TGFBR1
GO:0043063	TEX14
GO:0043065	ABL1|ABR|ADAM10|ADAMTSL4|ADCY10|ADM|AIFM1|AIFM2|AKAP13|AKT1|ALDH1A2|ALDH1A3|ANKRD1|ANO6|ANXA5|APAF1|APBB1|APBB2|APC|APH1A|APH1B|ARHGEF1|ARHGEF11|ARHGEF12|ARHGEF16|ARHGEF17|ARHGEF18|ARHGEF19|ARHGEF2|ARHGEF26|ARHGEF3|ARHGEF4|ARHGEF5|ARHGEF6|ARHGEF7|ARHGEF9|ARL6IP5|ATF4|ATF6|ATG7|ATM|B4GALT1|BAD|BAK1|BARD1|BAX|BBC3|BCL10|BCL2L11|BCL6|BCLAF1|BID|BIN1|BMF|BMP2|BMP4|BMP7|BNIP3|BNIP3L|BOK|C1QBP|C3orf38|CALHM2|CAMK1D|CASP2|CASP9|CCAR2|CDK19|CDK4|CLIP3|CLU|CNR1|CRADD|CREB1|CSRNP3|CTLA4|CTNNB1|CTNNBL1|CTSD|CYP1B1|DAB2IP|DAPK3|DCUN1D3|DDX20|DDX3X|DFFA|DHODH|DIABLO|DKKL1|DNAJA1|DNM1L|DNM2|DUSP1|DUSP6|E2F1|ECT2|EEF1A2|EEF1E1|EIF2B5|ERCC3|FADD|FAF1|FAM162A|FANK1|FAS|FASLG|FGD1|FGD2|FGD3|FGD4|FLCN|FOSL1|FOXA1|FOXL2|FOXO1|FOXO3|FRZB|FZD9|GADD45A|GADD45B|GADD45G|GAL|GNA13|GPER1|GPLD1|GRIN1|GRIN2A|GZMA|GZMK|HIP1R|HMGA2|HMGB1|HMOX1|HOXA5|HPGD|HRG|HRK|HSPD1|HTRA2|HTT|IAPP|ID3|IFIT2|IGF2R|IGFBP3|IL6|ING3|ING4|ING5|INPP5D|IP6K2|IRF5|ITGA6|ITGB1|ITGB3BP|ITSN1|JMY|JUN|KALRN|KCNMA1|KLF11|KNG1|LATS1|LATS2|LDHA|LILRB1|LPAR1|LTA|MAP2K6|MAP3K10|MAP3K11|MAP3K20|MAP3K5|MAP3K9|MAPK8|MCF2|MCF2L|MELK|MLLT11|MNDA|MOAP1|MTCH1|MTCH2|NCOA1|NCSTN|NET1|NEURL1|NEUROD1|NF1|NGEF|NGF|NGFR|NLRC4|NLRP2B|NOX4|NSMAF|NTRK3|NTSR1|OBSCN|OLFM1|OSGIN1|PANO1|PAWR|PDCD2|PDCD5|PDGFRB|PHLDA3|PIDD1|PIP5KL1|PLEKHG2|PLEKHG5|PLEKHN1|PMAIP1|PNMA1|PNMA2|PNMA3|PNMA5|POU4F1|PPID|PREX1|PRKDC|PRMT2|PRR7|PSEN1|PSEN2|PSENEN|PTGS2|PTN|PTPA|PXT1|PYCARD|RACK1|RARB|RARG|RASGRF2|RASSF2|RBM5|REST|RFPL1|RHOB|RIPK1|RIPK2|RNF122|RNPS1|RPS27A|RPS6|RPS6KA2|RRP1B|RYBP|S100B|SAP18|SAV1|SCIMP|SCIN|SCRIB|SEPTIN4|SEPTIN7|SFRP1|SFRP2|SFRP4|SHQ1|SIAH1|SIRT1|SLC9A1|SLIT2|SMPD1|SNCA|SOD1|SOS1|SOS2|SOX4|SPANXA2-OT1|SPDEF|SPHK2|SQSTM1|SRC|STK17A|STK3|STK4|STPG1|SUDS3|SYCE3|TCTN3|TERF1|TEX261|TFAP4|TFPT|TGFB1|TGFB3|TGM2|TIAM1|TIAM2|TLR3|TNF|TNFAIP8|TNFRSF10A|TNFRSF10B|TNFRSF10C|TNFRSF12A|TNFRSF8|TNFSF10|TOMM22|TOP2A|TP53|TP53INP1|TRADD|TRAF6|TRIM35|TRIO|TRPV1|TSPO|TXNIP|UBA52|UBB|UBC|UBD|UBE2Z|UNC13B|UNC5C|USP27X|UTP11|VAV1|VAV2|VAV3|WNT10B|WNT11|ZBTB16|ZMAT3|ZNF268|ZNF346|ZNF622
GO:0043066	AATF|ACTC1|ADAMTS20|ADAR|ADORA1|AGO4|AHI1|AIF1|AIPL1|AKR1B1|AKT1|AKT2|ALB|AMIGO2|ANGPT1|ANGPT4|ANGPTL4|ANKLE2|ANXA1|ANXA4|ANXA5|APBB2|API5|APIP|AQP1|ARAF|AREL1|ARF4|ARHGAP10|ARHGDIA|ARL6IP1|ARNT2|ASCL1|ASIC2|ASNS|ATAD3A|ATF5|ATG5|ATOH1|ATOX1|AURKA|AVEN|AVP|AXL|AZU1|BABAM2|BAG1|BAG3|BAG4|BAG6|BARD1|BCL11B|BCL2|BCL2A1|BCL2L1|BCL2L10|BCL2L2|BCL3|BECN1|BFAR|BID|BIRC2|BIRC3|BIRC5|BIRC6|BIRC7|BMP4|BNIP1|BNIP2|BNIP3|BNIP3L|BRAF|BTC|C8orf17|CAMK1D|CAPN3|CARD14|CASP2|CASP3|CAT|CBL|CBX4|CCN1|CCND2|CD27|CD28|CD38|CD40LG|CD44|CD74|CDC73|CDK1|CDKN1A|CDKN1B|CEACAM5|CFL1|CFLAR|CHST11|CIAPIN1|CIB1|CITED2|CLEC5A|CLN3|CLN8|COMP|COPS5|CRYAA|CRYAB|CSF1R|CTNNB1|CTSH|CX3CL1|DAB2|DAD1|DAPK1|DDAH2|DDB1|DDRGK1|DDX3X|DHCR24|DHRS2|DKK1|DNAJA1|DNAJC3|DPEP1|DRD3|DSTYK|DUSP1|DYRK3|EDNRB|EEF2K|EGFR|EGR3|EIF2AK2|EPCAM|ERC1|ERCC5|EVI2B|FABP1|FAIM2|FANK1|FAS|FATE1|FCMR|FFAR4|FGF4|FHL2|FIGNL1|FKBP8|FLNA|FLT4|FMN2|FOXE3|FOXO1|FXN|GAS6|GATA1|GATA6|GCG|GCLC|GDNF|GHRL|GLI2|GLI3|GLO1|GNRH1|GOLPH3|GREM1|GRK5|GSK3B|GSTP1|HAX1|HCK|HDAC1|HDAC2|HDAC3|HGF|HHIP|HIGD1A|HIGD2A|HIP1R|HIPK3|HMGA2|HMGN5|HNRNPK|HPN|HSP90B1|HSPA1A|HSPA1B|HSPA5|HSPA9|HSPB1|HSPD1|HTATIP2|HTR2B|HYPK|ID1|IER3|IFI6|IFIT3|IGF1|IGF1R|IHH|IKBKB|IL10|IL2|IL2RB|IL31RA|IL4|IL6|IL6ST|IL7|IRAK1|ITCH|KDR|KIF14|KIFAP3|KLHL20|KRT18|LACRT|LAMTOR5|LEF1|LEP|LHX3|LHX4|LIMS2|LRP2|LTF|LTK|MAD2L1|MAEA|MAEL|MALT1|MAP4K4|MAPK8|MCL1|MDM4|MED1|MGMT|MIEN1|MIF|MMP9|MNAT1|MPO|MPZ|MRE11|MSX1|MSX2|MT-RNR2|MT3|MTDH|MYC|MYCNOS|MYD88|MYDGF|MYO18A|NAA15|NAA16|NAA35|NAA38|NAIP|NAT8|NAT8B|NCKAP1L|NFKB1|NFKBIA|NGF|NGFR|NIBAN2|NKX2-5|NKX2-6|NKX3-2|NME2|NNT|NOL3|NOTCH2|NPM1|NPY5R|NQO1|NR1H4|NR2E1|NTRK1|NTSR1|NUAK2|NUGGC|NUP62|NUPR1|OGG1|OPA1|OSR1|PA2G4|PAFAH2|PAGE4|PAK2|PALB2|PARK7|PAX2|PAX7|PCID2|PDCD1|PDCD10|PDCD4|PDE3A|PDGFRB|PDPN|PHB2|PHIP|PIAS1|PIDD1|PIK3R1|PIM1|PIM2|PIM3|PKHD1|PLAC8|PLAUR|PLK1|PLK2|PLK3|POU3F3|PPARD|PPIF|PPT1|PRAME|PRAMEF1|PRAMEF10|PRAMEF11|PRAMEF12|PRAMEF13|PRAMEF14|PRAMEF15|PRAMEF17|PRAMEF18|PRAMEF19|PRAMEF2|PRAMEF20|PRAMEF22|PRAMEF25|PRAMEF27|PRAMEF33|PRAMEF4|PRAMEF5|PRAMEF6|PRAMEF7|PRAMEF8|PRAMEF9|PRDX2|PRDX3|PRDX5|PRELID1|PRKAA1|PRKAA2|PRKCI|PRKCZ|PRKDC|PRLR|PRNP|PROC|PROK2|PROP1|PSEN1|PSEN2|PSMD10|PSMG2|PTEN|PTGFR|PTK2|PTK2B|PTMA|RAF1|RARA|RARB|RASA1|RELA|RGN|RHBDD1|RIPK2|RNF144B|RNF157|RPL10|RPS27A|RPS3A|RPS6|RPS6KA1|RPS6KA3|RPS6KB1|RXFP2|SCX|SEMA4D|SERPINB2|SERPINB9|SETX|SFRP1|SH3RF1|SH3RF2|SHC1|SHH|SIAH2|SIN3A|SIRT1|SIX4|SLC25A27|SLC40A1|SLC9A1|SMAD3|SMAD6|SMO|SNCA|SOCS2|SOCS3|SON|SOX10|SOX8|SOX9|SPHK1|SPHK2|SPRY2|SQSTM1|SRC|STAT3|STIL|STK40|SUPV3L1|SYCP2|TAF9|TAF9B|TAX1BP1|TBX3|TCIM|TCL1A|TDGF1|TEK|TEX11|TFAP2A|TFAP2B|THBS1|THOC6|TIAF1|TIMP1|TMBIM4|TMBIM6|TMEM14A|TMF1|TMIGD1|TNFAIP8|TNFRSF10D|TNFRSF18|TNFRSF6B|TNFSF18|TOPORS|TP53|TPT1|TRAF6|TREM2|TRIAP1|TSLP|TWIST1|TWIST2|TXNDC5|UBA52|UBB|UBC|UBE2B|UBE2O|UBE2Z|UCN|UFL1|UFM1|UNG|USP47|VEGFA|VHL|VIP|VTCN1|WDR73|WNK3|WNT1|WNT11|WNT5A|WNT7A|WT1|XBP1|XIAP|YME1L1|YWHAZ|ZFAND6|ZNF16|ZNF268|ZNF830
GO:0043067	ACER3|CXCR4
GO:0043068	BNIP3|CDKN1A|LRRK2|MARK4|NTRK1|POU4F2|RARG|RIPK1|TNF
GO:0043069	ALB|AMIGO2|DCPS|DNAJA3|KANK2|KIT|MECOM|NUP62|PAX2|PLCG2|POU4F1|PSMC5|TIGAR|TM7SF3|WFS1
GO:0043083	ACHE|ADGRB3|APOE|C1QL1|CBLN1|CDH8|CDHR3|COLQ|DNM3|GRIN1|LAMA2|LAMA5|LAMB2|LGI1|PRSS12
GO:0043084	ACVR2A|AVP|AVPR1A
GO:0043085	ALOX5AP|APH1A|APH1B|APOA2|APOBEC1|APOC1|ARF1|ATP7A|AZIN1|AZIN2|B3GAT3|BCAS3|BCL2|CASP3|CAV1|CIB1|CLPS|CLPSL1|CLPSL2|CTSA|CWF19L1|CXCL1|DAOA|DCP1A|DCP1B|DNMT3L|FGFR4|FXN|GMFB|GMFG|GNAS|GTF2F1|GTF3C4|HSPB2|IGF2|LRCOL1|LTC4S|MGST2|MMP15|MMP16|MMP17|MMP24|MT3|NCF1B|NCF1C|NCF2|NCF4|NCSTN|NOXA1|NOXO1|NPM2|NR4A2|NSMAF|NUPR1|PHACTR4|PITRM1|PPP1R12B|PRKCE|PRKRA|PSEN1|PSEN2|PSENEN|RFC1|SAE1|SH3PXD2A|SH3PXD2B|SLX4|SOD1|STRIT1|STX4|TRIM23|UBA2|WNT9B|WRNIP1|XRCC5|YWHAB
GO:0043086	ACACB|ANP32E|ANXA2|ANXA2P2|ANXA3|ANXA4|ANXA5|ANXA9|APBA3|APOC2|ATP7A|CABP1|CAND1|CCAR2|CLN3|FAF2|FNIP2|FRY|HNRNPR|HSPBP1|IL7|MRLN|NES|NOSIP|NOTCH1|NQO1|OAZ1|OAZ2|OAZ3|PARP9|PDC|PDE6G|PDE6H|PINLYP|PLN|PPP1R12A|PPP1R12B|PPP1R12C|PRPSAP1|PRPSAP2|RNH1|SCG5|SCGB1A1|SERPINB3|SLN|SNCB|STYX|TIMP1|TMBIM1|TXNIP|UGT1A1|UGT1A7|UGT1A8|WDTC1
GO:0043087	ADAP1|AJUBA|ARHGAP12|ARHGAP15|ARHGAP27|ARHGAP44|ARHGAP9|ARHGEF5|BCL6|BVES|CHN1|CHN2|CRK|DAB2IP|DYNLT1|EFNA5|EPHA1|EPHA3|EPHA4|EPHA5|EPHB3|FGD1|FGD2|FGD3|FGD4|FGD5|FGD6|IQGAP3|ITGB1BP1|MTOR|NF1|NGEF|NTRK2|OCRL|PAFAH1B1|PLXNA1|PLXNA2|PLXNA3|PLXNA4|PLXNB1|PLXNB2|PLXNB3|PLXNC1|PLXND1|PRKG1|PROM2|PTK2|PYCARD|RAB3GAP1|RAB3GAP2|RABGAP1|RALBP1|RAP1GAP|RAPGEF6|RASIP1|RDX|RICTOR|SBF1|SBF2|SIPA1L1|SOD1|STMN3|TBC1D10B|TBC1D15|TRAPPC6A|TRAPPC6B|VAV1|VAV2|VAV3
GO:0043090	SH3BP4
GO:0043097	CDA|DCK|PUDP|TK1|TK2|TYMP|UCK1|UCK2|UCKL1|UPP1|UPP2
GO:0043101	ADA|ADAL|ADK|AMPD1|AMPD2|AMPD3|APRT|DCK|DGUOK|GMPR|GMPR2|HPRT1|PNP
GO:0043103	ADA|HPRT1
GO:0043105	GCHFR
GO:0043111	MSH3|SLFN11|TIMELESS|TIPIN
GO:0043112	FUT8
GO:0043113	AGRN|CDK5|DLG1|DLG2|DLG3|DLG4|DVL1|FLNA|GRIK2|GRIK5|ITGA4|ITGAL|ITGB1BP1|ITGB2|ITGB7|LRRC1|LRRC7|MADCAM1|MAGI2|PICK1|PIGR|PTN|SCRIB|SYNGAP1|SYNJ2BP|THY1|TMEFF1|TMEFF2
GO:0043114	ABR|AZU1|BCR|BDKRB2|CDH5|HRH1|NPPB|NPR1|SRC|TEK|YES1
GO:0043116	ADM|ADORA2A|AKAP12|ANGPT1|ARHGAP35|CEACAM1|DDAH1|PDE2A|PDE3A|PTPRJ|RAMP2|SLIT2
GO:0043117	BMP6|CXCR2|FGFBP3|PDE2A|PDE3A|PTP4A3|TACR2|TGFB1|TRPV4|UCN|VEGFA
GO:0043120	A2M|TNFRSF1A|TNFRSF1B
GO:0043121	NGFR|NTRK1|NTRK2|NTRK3
GO:0043122	ANGPT1|BTRC|CAPN3|CPNE1|DAB2IP|F2RL1|HSPB1|IL1B|LIME1|NLRP12|PDPK1|PIDD1|SPHK2|SQSTM1|TNF|WNT5A|ZFAND6
GO:0043123	ABL1|ADIPOQ|AJUBA|AKAP13|ALPK1|ANKRD17|APOL3|ATP2C1|BCL10|BIRC2|BIRC3|BRD4|BST2|C18orf32|CANT1|CARD11|CARD16|CARD9|CASP1|CASP10|CASP8|CC2D1A|CCDC22|CCL19|CCL21|CCR7|CD36|CD4|CD40|CD74|CFLAR|CHUK|CLEC6A|CTH|CTNNB1|CX3CL1|CXXC5|DDX1|DDX21|DHX36|ECM1|ECT2|EDA|EDA2R|EDAR|EEF1D|F2R|F2RL1|FADD|FASLG|FKBP1A|FLNA|FYN|GJA1|GOLT1B|GPR89A|GPRC5B|HMOX1|HTR2B|IFIT5|IKBKB|IKBKE|IKBKG|IL1A|IL1B|IL1F10|IL1RN|IL36A|IL36B|IL36G|IL36RN|IL37|INAVA|IRAK1|IRAK4|IRF3|JMJD8|LGALS1|LGALS9|LITAF|LPAR1|LTBR|LTF|LURAP1|LURAP1L|MALT1|MAP3K14|MAP3K3|MAP3K7|MAVS|MIB2|MID2|MIER1|MTDH|MUL1|MYD88|NDFIP1|NDFIP2|NEK6|NOD1|NOD2|NUP62|PELI1|PELI2|PIM2|PINK1|PLEKHG5|PLK2|PPM1A|PPP5C|PRKCB|PRKCE|PRKD1|PRKN|RBCK1|REL|RELA|RHOA|RHOC|RIPK1|RIPK2|RNF31|ROR1|S100A12|S100A13|S100A4|S100B|SECTM1|SHARPIN|SHISA5|SLC20A1|SLC35B2|SLC44A2|TAB2|TAB3|TBK1|TERF2IP|TFG|TGM2|TICAM1|TICAM2|TIFA|TIRAP|TLR3|TLR4|TLR6|TLR9|TMED4|TMEM101|TMEM106A|TMEM9B|TNF|TNFRSF10B|TNFRSF19|TNFRSF1A|TNFSF10|TNFSF11|TNIP2|TRADD|TRAF3IP2|TRAF5|TRAF6|TRIM13|TRIM22|TRIM25|TRIM32|TRIM38|TRIM5|TRIM62|TRIM8|TSPAN6|UBD|UBE2I|UBE2N|UBE2V1|UNC5CL|VAPA|WLS|ZDHHC13|ZDHHC17
GO:0043124	ABL1|ADIPOQ|ASH1L|CARD19|CARD8|CASP8|CCDC22|DAB2IP|ESR1|GSTP1|HDAC1|MAPKBP1|NFKBID|NLRC3|NLRP12|NLRP6|NLRX1|NR1D1|NR1H4|OPTN|OTUD7A|OTUD7B|PER1|PPM1A|PPM1B|PPM1N|PYCARD|RHOA|RHOH|RIOK3|RIPK1|RORA|SIRT1|STAT1|TANK|TLE1|TNFAIP3|TNIP1|TNIP3|TRIM59|USP10|ZC3H12A|ZMYND11
GO:0043125	CDK5|ERBB2|NRG1|PIK3R1
GO:0043128	CD81
GO:0043129	ABCA12|ADGRF5|CTSH|EPAS1|LPCAT1|NAPSA|RCN3|SFTPD|VEGFA
GO:0043130	ADRM1|ASCC2|AUP1|BIRC2|BUB3|CKS1B|CKS2|CXCR4|DDI2|DNAJB2|FAAP20|FAF1|FAF2|FBXO7|FBXW7|GGA3|HDAC6|HSPB1|ILRUN|MARCH7|MARK4|MDM2|MVB12A|MVB12B|NBR1|NEDD4|NPLOC4|NSFL1C|NUP62|OTUB1|OTUB2|OTULINL|PLAA|PRKN|RAD23A|RAD23B|RAE1|RBCK1|RNF168|RNF185|RNF19B|RNF31|RNF8|RNFT1|SHARPIN|SIRT2|SMAD3|SPRTN|SQSTM1|TNFAIP3|TOLLIP|TOM1L1|TOP2A|TP53INP2|TRIM32|TSG101|UBAP1|UBAP1L|UBE2L6|UBE2N|UBR5|UBXN1|UBXN11|UBXN2A|UBXN2B|UBXN7|UCHL1|UCHL3|USP13|USP16|USP25|USP33|USP5|USPL1|VPS28|VPS36|WDR48|WDR92|ZFAND2B
GO:0043132	P2RX7
GO:0043134	GHSR
GO:0043136	PGP
GO:0043137	DNA2|FEN1|RNASEH1|RNASEH2A
GO:0043138	ASCC3|BLM|CDC45|DHX9|ERCC3|FBH1|GINS1|GINS2|GINS4|MCM2|MCM5|RECQL4|WRN
GO:0043139	DNA2|ERCC2|HELB|IGHMBP2|PIF1|RUVBL1|RUVBL2|TWNK
GO:0043143	PADI6
GO:0043149	ARRB1|CUL3|ELN|FAM171A1|FHDC1|ITGB1|ITGB5|KCTD13|PDCD10|PHACTR1|PTK2B|RHOA|SORBS1|SRC|SRF|TNFAIP1|ZYX
GO:0043152	DMBT1|FGA|FGB|RNASE2|RNASE3|SFTPD|SPON2
GO:0043153	BHLHE40|CRTC1|CRY1|CRY2|FBXL21P|FBXL3|ID2|MTA1|NR2F6|PER1|PER2|PER3|PML|PPP1CA|PPP1CB|PPP1CC|RBM4|RBM4B|SIK1|TP53|USP2
GO:0043154	ADORA2A|AKT1|AQP1|ARL6IP1|ARRB1|ARRB2|AVP|BEX3|BIRC2|BIRC3|BIRC5|BIRC7|BIRC8|CARD16|CD27|CD44|CDKN2D|CFLAR|CRYAB|CSNK2A1|DDX3X|DHCR24|DNAJB6|DPEP1|FABP1|FNIP1|GAS6|GPX1|HERPUD1|HGF|IFI6|IGBP1|KLF4|LAMP3|LAMTOR5|LEF1|MAGEA3|MAP2K5|MDM2|MICAL1|MT3|NAIP|NGF|NGFR|PAX2|POR|PRDX3|PRDX5|PTGS2|RAF1|RAG1|RPS6KA1|RPS6KA3|SERPINB9|SFN|SFRP2|SH3RF1|SIAH2|SNCA|SRC|TFAP2B|THBS1|TNFAIP8|TNFSF14|TRIAP1|USP47|VEGFA|VIL1|WNT9A|XIAP|YWHAE
GO:0043159	ACR|CYLC1|DLD|SPACA3
GO:0043160	SPACA7
GO:0043161	AGAP3|AREL1|ARMC8|ARNTL|ARRB1|ARRB2|ATXN3|ATXN3L|BFAR|BIRC2|BTRC|CD2AP|CDC34|CLOCK|COP1|CRBN|CTNNB1|CUL1|CUL2|CUL3|CUL4A|CUL4B|CUL5|DCAF11|DDB1|DDIT3|ERCC8|FAF1|FBXL17|FBXL19|FBXL22|FBXO45|FBXW11|FBXW5|FBXW7|GID4|GSK3A|HACE1|HECTD3|HECW1|HECW2|HERC2|IFI27|ITCH|KAT5|KCTD10|KCTD13|KCTD17|KCTD2|KCTD5|KIF14|KLHL20|KLHL22|KLHL42|LTN1|MAEA|MARCH6|MDM2|MTA1|NEDD4|NEDD4L|NFE2L2|NHLRC1|NHLRC3|NSFL1C|PCBP2|PCNP|PELI1|PLAA|PML|PPP2CB|PPP2R5C|PRKN|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB1|PSMB10|PSMB11|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMC5|PSMC6|PSMD1|PSMD10|PSMD11|PSMD12|PSMD13|PSMD14|PSMD2|PSMD3|PSMD4|PSMD5|PSMD6|PSMD7|PSMD8|PSMD9|PSME1|PSME2|PSME3|PSME4|PSMF1|RAD23A|RAD23B|RBCK1|RBX1|RFFL|RMND5A|RMND5B|RNF122|RNF126|RNF186|RNF187|RNF216|RNF34|RNF4|SHARPIN|SIAH1|SIAH2|SIAH3|SIRT1|SIRT2|SKP2|SMURF1|SMURF2|SPOP|SPOPL|SPSB1|SPSB2|SPSB3|SPSB4|STUB1|TBL1X|TBL1XR1|TBX21|TNFAIP1|TOPORS|TRIM13|TRIM2|TRIM3|TRIM38|TRIM71|TRIM72|TRIM9|UBE2A|UBE2B|UBE2D3|UBE2H|UBE2U|UBE2W|UBE3D|UBE4B|UBXN1|UBXN11|UBXN2A|UBXN2B|UCHL1|UFD1|USP44|VCP|WWP1|WWP2|ZFAND2B|ZNRF1
GO:0043162	HDAC6|MVB12A|MVB12B|NEDD4|PLAA|PTPN23|RNF115|RNF126|TOM1L1|TSG101|UBAP1|UBAP1L|VPS28|VPS37A|VPS37B|VPS37C|VPS37D|VPS4A|VPS4B
GO:0043163	HRNR|TGM1|TGM3
GO:0043169	GBE1|PARN
GO:0043170	AKR1C3
GO:0043171	ACE|ADAMTS13|ANPEP|CPQ|ENPEP|ERAP1|ERAP2|IDE|LNPEP|LTA4H|LVRN|NAALADL1|NPEPPS|NPEPPSL1|TPP1|TRHDE
GO:0043175	RPAP2|SCAF8
GO:0043177	HBA1|HBB|HBD|HBE1|HBG1|HBG2|HBM|HBQ1|HBZ|HMGCS1
GO:0043178	CDIPT
GO:0043179	EDN1
GO:0043181	GAA
GO:0043183	CADM4|VEGFA|VEGFB
GO:0043184	CADM4|CDH5|DAB2IP|GREM1|ITGA5|ITGB3|PDCL3|VEGFA
GO:0043185	VEGFC|VEGFD
GO:0043186	CARHSP1|DDX3X|DDX3Y|DDX4|EXD1|HELZ|HENMT1|MAEL|MOV10|MOV10L1|PIWIL1|PIWIL2|PIWIL4|SNRPG|SNRPGP15|TDRD1
GO:0043190	ABCA2|ABCB6|ABCB8|ABCD4|ABCG5|ABCG8
GO:0043194	ANK1|ANK2|ANK3|BIN1|CCK|CNGA3|IQCJ-SCHIP1|KCNQ2|KCNQ3|LRRC7|MAP1A|MAP2|NAV1|NFASC|NRCAM|SCN1A|SCN8A|SPTBN4|TRIM46
GO:0043195	AAK1|ADCYAP1|ADORA1|AP1S1|AP3D1|BLVRB|CABP4|CAD|CCK|CNGB1|CPLX1|CPLX2|CPLX3|CPLX4|CYFIP1|GHRH|GRIK2|GRIK3|GRIK5|GRIN1|HSPA8|ILK|KCNC2|LRRK2|NMU|NTRK2|NTSR1|OPHN1|OXT|P2RX3|P2RX4|POLG|PRSS12|PTPRN2|RAB3A|RAB5A|SLC18A1|SLC18A2|SLC18A3|SNCA|SYNJ1|SYP|SYT11|TBC1D24|TH|UNC13A|UNC13B|UNC13C|USH2A
GO:0043196	CRH|CRHBP|DAGLA|DNM1|MAP1B|TNFRSF1B|UCN|UCN3
